,state,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,customer_service_calls,churn,total_charge
2535,RI,125,0,0,0,113.0,108,169.2,107,156.6,61,9.2,5,2,1,43.12
2536,CT,119,0,0,0,294.2,100,232.5,53,195.0,64,9.0,1,0,1,80.98
2537,NC,122,0,0,0,215.6,86,167.8,59,207.0,67,6.4,8,3,0,61.959999999999994
2538,WY,34,0,0,0,128.8,80,208.7,93,202.1,103,14.0,7,1,0,52.510000000000005
2539,OR,138,1,1,28,211.2,117,312.5,98,178.0,118,10.7,2,3,1,73.36
2540,FL,90,0,1,24,71.2,82,181.6,103,186.9,111,12.9,1,1,0,39.43
2541,KY,73,0,0,0,94.9,121,253.2,83,175.1,86,14.2,2,2,0,49.36
2542,SC,19,0,0,0,259.4,116,269.7,109,175.3,130,9.5,3,1,1,77.48
2543,WA,120,0,1,28,215.8,123,285.2,76,192.1,78,6.9,3,1,0,71.42999999999999
2544,MT,160,0,0,0,97.5,113,268.1,69,255.3,62,13.2,4,3,0,54.42
2545,PA,141,0,0,0,146.5,121,169.9,125,238.8,112,8.2,5,0,0,52.31
2546,MA,90,0,0,0,157.9,72,234.0,93,210.0,86,12.2,5,2,0,59.470000000000006
2547,VT,72,0,0,0,139.9,117,223.6,96,240.8,93,12.7,4,2,0,57.06000000000001
2548,MN,117,0,1,21,153.2,112,263.3,110,135.0,85,11.9,7,1,0,57.71
2549,IL,79,1,0,0,103.5,134,319.3,111,239.9,124,8.4,4,2,0,57.81000000000001
2550,AR,87,0,0,0,185.8,119,192.3,83,200.0,96,6.6,4,1,0,58.72
2551,MD,102,0,0,0,129.5,56,354.2,118,145.5,93,10.9,3,1,0,61.61999999999999
2552,MT,49,0,0,0,236.6,91,220.9,146,146.8,114,8.9,2,1,0,68.01
2553,VT,67,0,0,0,260.4,107,208.2,104,207.9,115,10.0,2,6,0,74.03
2554,CO,107,0,0,0,167.3,100,163.9,79,185.9,100,6.7,5,2,0,52.550000000000004
2555,NC,190,0,0,0,182.2,101,212.3,95,233.0,123,9.3,4,2,0,62.019999999999996
2556,WA,118,0,0,0,113.0,80,150.1,87,204.3,115,10.8,4,2,0,44.08
2557,TN,120,0,0,0,185.7,133,235.1,149,256.4,78,16.9,6,0,0,67.64999999999999
2558,AR,94,0,0,0,136.2,114,165.1,118,137.9,71,9.6,5,0,0,45.980000000000004
2559,DC,115,0,1,29,222.6,81,190.3,109,201.2,87,11.5,2,1,0,66.18
2560,MN,61,0,0,0,197.3,67,264.5,106,210.5,116,9.0,6,1,0,67.92
2561,IA,143,0,1,33,141.4,130,186.4,114,210.0,111,7.7,6,1,0,51.41
2562,KS,110,0,0,0,208.0,69,95.1,94,178.5,129,8.0,11,1,0,53.629999999999995
2563,ND,104,0,0,0,118.5,92,177.8,109,255.7,98,12.1,4,1,0,50.04
2564,MT,16,0,0,0,153.2,65,229.7,90,148.2,94,10.7,8,1,0,55.120000000000005
2565,IL,183,0,0,0,108.3,87,183.6,116,176.6,109,13.5,2,0,0,45.62
2566,DC,147,0,0,0,168.6,92,187.7,107,216.5,95,14.4,8,2,0,58.24
2567,KY,58,0,0,0,247.2,116,303.7,103,105.4,94,9.3,2,2,1,75.08
2568,MS,102,1,0,0,224.2,81,243.3,90,147.8,66,12.0,8,3,0,68.67999999999999
2569,TN,123,0,0,0,166.9,98,221.8,77,243.9,114,12.8,4,3,0,61.660000000000004
2570,IA,64,0,1,43,118.4,100,144.1,108,158.1,91,8.5,6,1,0,41.78999999999999
2571,AK,103,0,0,0,190.9,62,226.6,53,230.1,96,7.8,3,2,0,64.17000000000002
2572,MN,152,0,0,0,317.8,60,152.9,100,123.4,63,10.4,7,1,1,75.39
2573,WV,124,0,0,0,312.0,112,180.0,109,168.6,94,12.8,4,1,1,79.39
2574,OR,97,0,0,0,146.0,121,203.0,141,151.8,120,13.3,2,1,0,52.5
2575,MS,131,0,0,0,131.6,95,179.3,109,251.2,129,15.5,3,1,1,53.099999999999994
2576,ME,57,0,1,33,193.4,105,231.6,79,226.2,90,11.1,11,2,0,65.75
2577,MN,157,0,0,0,185.1,92,213.0,85,196.1,85,8.5,5,2,0,60.699999999999996
2578,GA,194,0,0,0,193.3,106,169.0,150,225.2,122,11.8,4,0,0,60.55
2579,DC,66,0,0,0,146.4,107,196.5,99,230.1,106,7.8,2,1,0,54.050000000000004
2580,GA,155,0,0,0,71.2,90,304.4,119,183.3,103,8.6,4,0,0,48.54
2581,NY,123,0,0,0,123.2,104,190.0,117,170.3,95,12.9,5,4,1,48.23
2582,OK,116,0,0,0,205.0,90,140.9,114,272.6,96,7.5,4,2,0,61.129999999999995
2583,OK,63,0,0,0,128.7,78,240.8,133,237.7,121,12.8,6,1,0,56.51
2584,GA,64,0,0,0,216.9,78,211.0,115,179.8,116,11.4,5,3,0,65.98
2585,NJ,96,0,0,0,150.0,122,218.5,116,212.4,89,9.8,1,3,0,56.28
2586,MN,53,0,0,0,164.1,106,206.0,56,194.7,124,11.4,2,1,0,57.24999999999999
2587,ME,105,0,0,0,212.0,113,226.6,128,193.6,114,8.9,7,3,0,66.41
2588,MI,53,0,1,37,167.3,99,194.7,99,236.7,112,12.0,9,2,0,58.88
2589,MT,101,0,0,0,154.4,130,217.2,101,185.4,52,13.9,4,1,0,56.8
2590,NE,129,0,1,30,177.3,95,211.8,102,240.2,108,9.3,7,3,0,61.46
2591,ND,122,0,0,0,231.2,141,267.8,136,240.3,100,8.8,5,1,1,75.25
2592,VA,163,0,0,0,202.9,100,178.6,46,203.8,116,12.8,3,5,0,62.300000000000004
2593,VT,93,0,0,0,149.6,120,200.7,85,181.2,107,14.3,9,0,0,54.49999999999999
2594,OH,115,1,0,0,345.3,81,203.4,106,217.5,107,11.8,8,1,1,88.97
2595,AL,25,0,0,0,264.9,80,281.2,66,166.1,80,8.4,4,1,1,78.67
2596,DC,73,0,0,0,122.0,92,138.3,114,224.2,128,5.8,5,1,0,44.160000000000004
2597,ND,120,0,0,0,177.2,88,270.4,99,231.5,90,14.0,2,2,0,67.3
2598,TN,196,0,0,0,133.1,80,206.5,120,221.6,96,10.3,8,1,0,52.93
2599,DE,97,0,0,0,225.1,90,279.5,127,233.8,103,8.8,4,0,1,74.92999999999999
2600,NY,148,0,0,0,208.4,120,174.4,99,310.7,105,11.2,4,1,0,67.25
2601,AL,85,0,1,30,173.1,107,247.2,101,158.7,104,11.5,5,1,0,60.69
2602,OK,86,1,0,0,162.4,131,167.0,102,128.9,118,11.4,2,2,1,50.69
2603,MS,78,0,1,13,281.2,93,178.2,101,244.2,129,6.4,5,2,0,75.67
2604,MD,106,0,0,0,208.3,89,169.4,67,102.0,90,15.9,4,3,0,58.68999999999999
2605,NE,147,0,1,38,243.4,126,273.8,109,282.9,91,14.1,8,2,0,81.19000000000001
2606,AR,145,0,0,0,224.2,89,314.9,121,182.9,121,16.1,3,1,1,77.46
2607,IL,91,0,0,0,189.3,100,239.3,107,89.7,89,9.9,3,3,0,59.23
2608,IN,81,0,1,46,168.3,124,270.9,103,222.5,98,6.7,2,4,0,63.46
2609,UT,116,0,1,24,232.9,90,152.1,94,344.3,82,10.7,6,1,0,70.9
2610,LA,69,0,1,37,155.0,98,142.4,105,143.7,117,5.9,4,1,0,46.510000000000005
2611,ID,135,0,0,0,154.4,130,203.8,90,158.7,59,11.8,3,0,0,53.9
2612,KY,73,0,0,0,234.7,102,195.7,110,253.4,71,8.4,8,2,0,70.2
2613,MI,48,0,0,0,240.0,88,141.0,117,128.9,137,7.1,9,1,0,60.51
2614,NH,125,1,0,0,298.4,78,270.5,142,107.3,84,12.2,2,0,1,81.84
2615,WV,100,0,0,0,166.0,102,236.1,97,134.3,93,10.9,4,1,0,57.269999999999996
2616,OR,165,0,1,33,111.6,140,213.3,111,267.6,115,16.0,3,0,0,53.459999999999994
2617,SD,64,0,0,0,174.5,98,180.2,103,179.0,89,10.7,2,2,0,55.940000000000005
2618,MD,116,1,1,27,175.5,137,210.6,60,294.8,121,6.9,5,1,0,62.86999999999999
2619,ND,147,1,1,35,157.5,109,189.6,67,227.0,76,11.1,2,3,1,56.120000000000005
2620,TN,115,0,0,0,206.2,113,176.4,102,297.1,119,11.0,7,1,0,66.38
2621,MO,84,0,1,35,207.5,138,201.0,116,164.5,107,7.5,16,4,0,61.800000000000004
2622,IL,86,0,1,16,144.8,105,206.2,111,255.4,117,11.6,2,4,0,56.77000000000001
2623,UT,134,0,0,0,258.8,85,129.5,114,193.6,106,10.9,7,2,0,66.66
2624,MI,105,0,0,0,226.9,106,182.2,77,203.9,107,11.6,2,0,1,66.37
2625,AR,88,0,0,0,152.9,119,171.2,107,257.0,106,12.0,5,2,0,55.35
2626,TX,90,0,1,27,156.7,51,236.5,118,123.2,111,12.6,6,2,0,55.68
2627,AK,86,0,0,0,150.8,85,295.9,88,247.2,104,12.5,1,1,0,65.28999999999999
2628,TN,37,0,0,0,221.0,126,204.5,110,118.0,98,6.8,3,4,0,62.10000000000001
2629,NH,141,0,1,32,322.4,92,283.2,107,209.5,111,6.7,3,1,1,90.12
2630,NM,148,0,0,0,153.6,148,262.1,87,225.5,99,9.8,3,2,0,61.19
2631,MN,163,0,1,22,215.1,91,138.9,102,146.2,109,12.4,2,2,0,58.31
2632,IA,89,0,1,35,174.4,108,196.7,100,127.4,74,11.8,3,1,0,55.28999999999999
2633,RI,63,0,0,0,180.5,126,230.0,98,232.5,73,10.6,3,0,0,63.56
2634,AL,102,0,0,0,123.1,106,182.0,102,244.6,75,12.6,7,2,0,50.809999999999995
2635,NC,76,0,0,0,165.7,94,257.4,80,170.8,114,10.0,4,1,0,60.44
2636,SD,104,0,0,0,200.2,92,118.7,87,236.6,65,6.0,6,2,0,56.39
2637,MT,109,0,0,0,154.8,82,287.7,109,208.4,80,5.9,9,3,0,61.74
2638,HI,105,0,0,0,125.4,116,261.5,95,241.6,104,11.4,9,2,0,57.49999999999999
2639,MT,63,0,1,33,184.2,111,312.6,89,264.0,55,12.2,4,1,0,73.05
2640,KY,105,0,1,24,274.7,99,193.5,118,299.6,109,10.8,3,3,0,79.55000000000001
2641,DC,68,1,1,39,142.0,140,241.6,89,302.0,72,11.3,5,1,0,61.31999999999999
2642,CO,63,1,1,21,151.5,99,147.8,89,210.4,114,10.0,4,1,0,50.49
2643,MI,74,0,0,0,124.8,114,133.0,121,160.3,85,10.6,7,3,0,42.6
2644,AL,76,0,0,0,179.2,85,222.9,66,188.2,113,12.4,2,0,0,61.23
2645,KS,91,1,0,0,246.4,110,182.0,98,157.6,106,12.1,2,2,1,67.72
2646,NC,101,0,0,0,232.7,114,186.4,123,153.3,122,11.5,6,5,0,65.41000000000001
2647,SC,116,0,0,0,288.0,120,255.8,90,233.4,99,13.4,4,0,1,84.82000000000001
2648,CO,131,0,1,23,170.8,145,236.7,93,294.5,100,12.7,1,1,0,65.84
2649,MN,84,0,0,0,216.1,114,197.5,107,217.8,104,9.8,3,1,0,65.98
2650,WY,104,0,0,0,138.7,100,215.4,58,164.3,98,4.9,4,2,0,50.6
2651,FL,108,0,0,0,210.7,112,238.7,73,253.6,90,9.2,5,3,0,70.0
2652,NY,111,0,0,0,181.8,117,158.1,91,266.2,123,9.7,9,0,0,58.949999999999996
2653,OK,155,0,1,30,61.6,103,255.1,110,225.9,96,12.4,5,1,0,45.67
2654,ME,66,0,0,0,207.7,85,196.7,112,261.7,83,6.8,3,1,0,65.65
2655,NE,64,0,0,0,219.2,73,167.0,65,161.4,119,10.0,5,1,0,61.419999999999995
2656,OH,69,0,0,0,227.0,122,258.7,111,169.7,87,8.9,1,2,0,70.62
2657,CT,116,0,0,0,245.9,73,240.1,87,158.7,89,8.9,5,3,0,71.75
2658,DC,101,0,0,0,257.3,84,184.8,115,108.9,109,13.5,7,0,0,68.00000000000001
2659,OK,15,0,0,0,121.1,130,216.0,86,235.1,33,16.1,5,2,0,53.88
2660,NJ,88,0,0,0,301.5,136,257.7,72,132.9,118,13.4,2,4,1,82.76
2661,IA,197,0,0,0,233.9,96,218.9,111,182.9,109,9.5,3,0,0,69.16999999999999
2662,VA,50,1,0,0,99.6,108,308.7,102,161.2,62,13.7,6,2,1,54.120000000000005
2663,VA,172,0,0,0,169.8,123,183.1,94,395.0,72,12.7,7,2,0,65.63000000000001
2664,NM,188,1,1,26,198.8,115,166.6,67,198.5,118,14.4,3,1,1,60.779999999999994
2665,FL,85,1,0,0,116.2,86,229.7,127,204.2,109,10.1,3,3,0,51.18999999999999
2666,RI,103,1,0,0,255.9,128,140.9,92,308.9,130,12.1,2,1,1,72.65
2667,NJ,136,0,1,27,187.7,84,221.0,147,145.7,110,10.0,4,3,0,59.96000000000001
2668,NE,155,0,1,21,195.9,91,213.9,84,88.2,111,8.6,4,0,0,57.769999999999996
2669,WV,145,0,0,0,129.4,97,185.4,101,204.7,106,1.1,2,2,0,47.269999999999996
2670,WY,116,0,1,12,221.0,108,151.0,118,179.0,80,9.0,6,2,0,60.9
2671,SC,152,0,0,0,140.5,92,186.8,96,227.0,89,9.5,5,2,0,52.56
2672,MS,65,1,0,0,277.9,123,155.8,112,256.9,71,9.2,10,0,1,74.52000000000001
2673,ND,180,0,0,0,224.9,105,250.0,101,216.1,73,6.7,5,3,1,71.01
2674,IL,67,0,0,0,109.1,117,217.4,124,188.4,141,12.8,6,0,0,48.970000000000006
2675,OR,60,0,0,0,207.8,109,123.5,112,291.6,115,5.7,9,0,0,60.489999999999995
2676,UT,138,0,0,0,205.9,96,257.1,94,209.0,63,12.1,8,0,0,69.52
2677,IA,44,0,0,0,308.6,139,150.8,94,198.7,66,7.3,3,4,1,76.19
2678,ME,25,0,0,0,242.6,69,209.0,117,219.7,82,14.4,6,2,0,72.79
2679,WY,145,0,0,0,229.6,82,138.1,103,250.8,109,3.3,3,1,0,62.95
2680,WI,122,0,1,28,166.0,62,233.9,88,170.1,84,7.7,3,2,0,57.82999999999999
2681,SC,121,0,0,0,144.8,126,200.6,82,208.8,81,13.3,9,0,1,54.66
2682,DC,55,1,0,0,106.1,77,123.5,100,96.4,92,12.9,3,0,0,36.35999999999999
2683,CT,77,0,0,0,221.8,84,166.0,125,210.2,72,13.2,4,1,0,64.84
2684,OR,12,0,0,0,204.6,98,212.5,90,182.1,95,9.8,7,2,0,63.68
2685,OR,64,0,0,0,213.5,93,166.6,114,122.0,78,14.1,3,3,0,59.76
2686,NV,92,0,1,44,152.0,95,274.9,73,162.4,121,10.0,1,2,0,59.220000000000006
2687,MN,125,1,1,29,260.8,81,163.7,112,271.7,117,17.0,6,1,1,75.07000000000001
2688,OK,160,0,0,0,166.4,117,317.0,129,160.4,121,10.0,2,1,0,65.16
2689,KS,79,0,0,0,177.9,83,167.3,84,223.7,142,15.2,8,0,0,58.63
2690,RI,36,0,0,0,235.1,97,196.8,104,259.7,110,7.0,7,3,0,70.28
2691,DC,102,0,0,0,186.8,92,173.7,123,250.9,131,9.7,4,2,0,60.43
2692,IL,138,1,0,0,268.4,81,174.4,115,193.5,96,11.6,4,1,0,72.28999999999999
2693,UT,164,0,0,0,192.1,95,249.8,94,132.6,100,7.3,3,3,0,61.83
2694,MN,125,0,0,0,240.7,82,269.4,85,187.1,74,10.1,3,0,1,74.97
2695,WI,72,0,0,0,179.9,113,149.8,112,168.2,79,9.8,7,2,0,53.53
2696,MI,74,0,0,0,314.1,86,222.4,99,259.0,121,12.3,5,3,1,87.27999999999999
2697,MI,134,0,1,41,162.0,82,324.7,77,160.1,112,11.9,5,0,0,65.55
2698,MA,145,0,0,0,175.8,89,274.3,119,226.6,69,12.4,4,1,0,66.75999999999999
2699,AL,136,0,0,0,109.4,91,207.5,111,135.0,107,11.6,5,0,0,45.45
2700,SC,209,0,0,0,255.1,124,230.6,110,218.0,69,8.5,5,3,1,75.08
2701,WI,66,1,0,0,208.7,84,173.3,88,264.7,107,8.3,3,3,0,64.35999999999999
2702,VT,152,0,1,20,214.6,108,96.6,82,170.7,145,7.9,5,1,0,54.5
2703,CT,162,0,0,0,49.2,121,143.9,136,203.0,97,12.1,13,1,0,33.0
2704,OR,72,0,0,0,141.3,133,134.9,96,227.5,97,11.2,3,2,0,48.75000000000001
2705,HI,101,0,0,0,253.2,89,237.9,114,154.3,85,9.7,7,4,0,72.82000000000001
2706,WV,125,0,0,0,206.0,128,198.1,71,135.9,116,13.2,3,0,0,61.54
2707,RI,46,0,0,0,40.4,105,172.4,83,145.1,89,9.0,2,2,0,30.48
2708,MI,132,0,0,0,291.2,104,234.2,132,191.7,87,8.9,3,1,1,80.44
2709,ME,193,0,1,31,71.2,58,124.7,105,155.5,108,11.7,3,0,0,32.86
2710,WV,63,0,0,0,261.8,69,245.0,135,202.1,94,14.7,4,0,1,78.4
2711,NE,124,0,0,0,191.3,134,261.5,113,182.3,111,10.0,3,1,0,65.65
2712,DC,144,0,0,0,133.3,101,255.5,127,228.6,68,11.6,2,0,0,57.8
2713,NH,116,0,1,24,183.6,138,203.8,90,166.9,89,6.0,3,2,0,57.66
2714,MD,189,0,1,30,155.2,116,195.5,50,170.1,108,15.4,6,1,0,54.81
2715,NH,97,0,1,28,283.1,93,185.4,98,312.8,78,6.1,8,1,0,79.62
2716,WV,137,0,1,50,186.5,94,178.0,106,215.6,100,12.1,4,2,0,59.81000000000001
2717,IL,142,0,1,38,163.3,104,136.0,114,249.1,127,4.3,6,0,0,51.69
2718,OK,84,0,0,0,203.4,125,182.9,88,213.7,121,13.8,2,1,0,63.47999999999999
2719,NH,119,0,1,19,178.1,110,212.8,100,226.3,123,10.0,6,1,0,61.25000000000001
2720,MI,158,0,0,0,195.9,103,89.1,95,302.2,82,10.3,3,1,0,57.25
2721,ND,50,0,0,0,295.3,127,127.4,100,166.8,105,9.6,6,1,0,71.13000000000001
2722,LA,98,0,0,0,136.1,82,156.3,118,158.8,83,10.1,5,2,0,46.309999999999995
2723,HI,101,0,1,24,114.1,95,161.5,86,176.3,90,13.0,9,2,0,44.56999999999999
2724,NJ,182,0,0,0,279.1,124,180.5,108,217.5,104,9.5,11,2,1,75.15
2725,WV,51,0,0,0,169.3,111,139.5,69,197.0,87,12.0,3,0,0,52.75
2726,NC,117,0,0,0,214.4,94,138.0,149,148.7,102,9.9,1,2,0,57.540000000000006
2727,PA,92,1,0,0,255.8,125,142.7,111,181.2,101,11.7,3,0,0,66.93
2728,MI,86,0,0,0,148.2,71,285.1,91,166.4,155,6.2,3,2,0,58.580000000000005
2729,WY,122,0,0,0,119.3,93,223.9,103,211.9,122,8.7,4,2,0,51.2
2730,NJ,156,0,1,27,192.3,137,199.9,115,244.2,112,14.8,8,1,0,64.66999999999999
2731,NJ,127,0,0,0,245.2,91,217.2,92,243.1,128,13.9,6,0,1,74.83
2732,NC,130,1,0,0,216.2,106,363.7,86,126.7,123,16.9,2,5,1,77.92
2733,NM,158,0,0,0,172.4,114,256.6,69,235.3,104,0.0,0,2,0,61.709999999999994
2734,MS,145,1,1,30,175.3,107,153.3,116,233.6,85,11.1,3,1,0,56.339999999999996
2735,TX,90,1,1,26,169.0,104,188.8,104,213.3,76,13.3,3,0,1,57.97
2736,OK,127,0,1,27,2.6,113,254.0,102,242.7,156,9.2,5,3,0,35.43
2737,ID,109,0,0,0,184.1,143,211.7,105,243.0,116,9.9,2,1,0,62.89
2738,AL,88,0,0,0,181.9,90,151.5,87,143.0,100,7.5,3,1,0,52.27
2739,WY,101,0,1,9,160.1,116,210.0,121,139.1,65,10.8,9,0,0,54.25
2740,HI,171,0,0,0,189.8,122,173.7,85,257.1,84,10.3,1,0,0,61.38
2741,VA,21,0,0,0,223.2,142,216.5,114,214.7,111,12.4,2,1,0,69.35
2742,WV,145,0,1,31,216.0,94,225.1,123,234.7,109,10.7,1,2,0,69.3
2743,DE,90,0,0,0,198.5,124,266.6,100,243.3,80,8.0,7,2,0,69.52
2744,CA,33,0,0,0,159.5,115,195.4,118,102.4,86,7.1,7,1,0,50.260000000000005
2745,PA,61,0,1,40,105.0,78,180.6,100,174.1,115,10.2,2,2,1,43.78
2746,CO,107,0,0,0,204.5,108,162.4,110,155.0,102,13.4,1,3,0,59.17000000000001
2747,MD,147,0,0,0,274.0,92,231.8,82,283.6,83,6.2,1,0,1,80.71000000000001
2748,AL,117,0,0,0,158.7,84,181.7,91,177.3,67,7.7,10,2,0,52.480000000000004
2749,AL,95,0,0,0,229.9,116,202.4,110,171.4,105,14.2,6,1,0,67.82000000000001
2750,KS,186,0,0,0,137.8,97,187.7,118,146.4,85,8.7,6,1,0,48.32
2751,MI,128,0,0,0,179.4,94,270.4,92,191.0,88,7.9,4,0,0,64.2
2752,AK,55,0,1,39,139.3,101,178.3,117,246.5,104,8.1,1,3,0,52.120000000000005
2753,OH,134,0,0,0,7.8,86,171.4,100,186.5,80,12.9,2,2,0,27.77
2754,IN,96,0,1,23,183.1,88,147.4,89,350.2,108,11.3,7,1,0,62.46999999999999
2755,SC,107,0,0,0,206.9,79,262.4,117,149.3,69,10.7,3,0,0,67.08
2756,KS,123,0,0,0,140.0,106,153.7,101,50.1,87,12.5,1,2,0,42.49
2757,OK,35,0,0,0,179.2,59,283.3,101,285.4,83,5.8,7,2,0,68.94999999999999
2758,WI,74,0,0,0,177.4,136,240.3,104,237.3,133,12.0,3,0,0,64.51
2759,IN,130,0,0,0,115.6,129,167.8,104,141.8,124,12.6,9,1,0,43.69
2760,IL,137,1,0,0,237.3,103,176.7,84,263.4,81,14.2,4,0,1,71.03999999999999
2761,TN,88,0,0,0,181.5,116,187.0,119,220.3,96,10.5,7,1,0,59.510000000000005
2762,DC,80,0,0,0,51.5,90,164.0,98,169.4,80,9.5,4,3,0,32.89
2763,NC,116,0,1,19,155.7,104,185.4,118,192.7,116,8.2,2,3,0,53.11
2764,RI,123,0,1,23,245.0,88,265.0,105,239.7,108,14.9,3,2,0,78.99
2765,MS,120,0,0,0,131.7,99,163.1,109,201.1,116,10.7,3,1,0,48.19
2766,VA,146,1,0,0,111.1,126,313.4,95,215.7,82,10.5,6,1,0,58.08
2767,KY,106,0,1,9,88.5,100,324.8,109,79.9,86,8.2,4,3,0,48.47
2768,NV,121,0,1,44,116.0,85,150.1,120,246.8,98,12.0,2,1,0,46.83
2769,WI,137,0,0,0,155.5,81,133.1,94,253.1,77,9.1,2,1,0,51.6
2770,NH,84,0,1,30,106.5,65,225.7,108,188.6,61,5.7,3,2,0,47.32
2771,NE,67,0,1,31,175.2,68,199.2,73,219.8,99,13.2,6,1,0,60.160000000000004
2772,WI,161,0,0,0,154.7,84,177.8,125,172.9,90,5.9,2,4,1,50.78
2773,NJ,134,0,1,34,247.2,105,225.5,133,186.3,76,6.1,5,2,1,71.22000000000001
2774,ME,62,1,1,32,218.4,93,236.7,132,192.2,137,13.2,3,0,1,69.46000000000001
2775,WY,120,0,1,24,227.5,81,234.9,71,166.4,128,9.0,13,1,0,68.57000000000001
2776,IN,130,0,1,30,185.0,117,249.5,141,157.8,103,7.4,7,0,0,61.76
2777,WI,20,0,0,0,186.8,89,253.4,51,273.1,105,12.3,6,2,0,68.91
2778,VT,68,0,0,0,158.8,119,211.8,105,198.1,101,10.3,3,1,0,56.69
2779,CA,112,0,0,0,208.7,150,212.8,104,178.1,98,8.5,4,0,0,63.87999999999999
2780,IN,77,0,0,0,185.9,95,212.0,98,282.3,81,11.3,4,3,0,65.37
2781,SC,109,0,0,0,222.5,74,169.7,75,264.3,94,9.0,3,2,0,66.57000000000001
2782,IN,108,0,0,0,201.1,101,170.7,86,237.4,113,11.6,3,3,0,62.51
2783,IA,79,0,1,17,167.9,114,243.7,93,211.9,114,9.1,2,1,0,61.25
2784,MD,119,0,0,0,239.1,88,243.5,79,230.9,92,10.9,3,3,1,74.67999999999999
2785,MN,38,0,0,0,175.7,109,211.8,97,137.9,109,9.2,3,5,1,56.56
2786,AR,109,0,1,29,111.2,90,263.5,98,224.7,128,9.0,6,6,1,53.839999999999996
2787,MS,78,0,0,0,87.7,74,214.8,58,201.3,147,10.8,6,1,0,45.150000000000006
2788,MN,134,0,0,0,244.1,99,246.9,111,200.0,133,7.2,2,0,0,73.42999999999999
2789,WA,47,0,1,27,165.0,89,127.3,118,284.4,95,7.7,4,2,0,53.75
2790,MS,59,0,1,27,127.4,110,103.3,99,164.2,73,9.1,3,0,0,40.29
2791,ID,151,0,0,0,194.8,106,292.7,103,224.6,82,5.5,3,0,0,69.6
2792,NC,129,0,0,0,54.7,131,256.1,105,176.6,135,11.1,4,1,0,42.02
2793,VA,107,0,1,27,283.4,104,224.1,152,241.3,63,14.4,7,2,0,81.98
2794,MT,137,1,0,0,258.0,112,246.5,117,173.2,100,10.9,3,0,1,75.54
2795,MI,76,0,0,0,90.5,142,211.7,75,194.9,76,9.3,2,1,0,44.65999999999999
2796,HI,24,0,0,0,235.6,132,115.9,129,185.4,136,16.2,2,0,0,62.60999999999999
2797,NC,169,0,0,0,142.5,82,231.4,110,131.2,67,10.0,4,2,0,52.50000000000001
2798,MN,30,0,0,0,54.0,68,179.3,96,247.2,101,10.2,8,1,0,38.29
2799,WV,70,0,0,0,214.8,87,131.0,114,216.9,104,9.4,3,3,0,59.96
2800,SD,52,1,0,0,251.4,118,196.6,80,192.0,53,11.0,2,0,1,71.06
2801,HI,3,0,0,0,139.0,99,250.7,108,286.2,87,6.1,3,4,0,59.47
2802,MS,38,0,0,0,117.3,114,208.7,105,203.4,98,14.4,2,2,0,50.72
2803,NY,104,0,0,0,264.0,108,132.2,75,177.7,91,10.6,8,3,0,66.98
2804,LA,27,0,0,0,82.6,105,204.0,99,224.2,122,9.1,4,1,0,43.93
2805,KS,166,1,1,28,175.8,126,253.6,76,128.5,72,11.4,5,1,0,60.31
2806,MA,13,0,0,0,220.4,100,211.2,79,259.3,112,13.6,8,2,0,70.76
2807,AK,52,0,0,0,217.0,104,152.3,83,134.3,109,11.8,4,2,0,59.07
2808,SD,114,0,1,25,129.0,77,290.0,110,177.1,110,11.6,5,1,0,57.68
2809,CO,156,0,0,0,150.5,106,152.9,112,215.9,86,3.5,3,1,0,49.260000000000005
2810,NH,90,0,1,42,193.3,66,263.3,85,214.4,97,11.1,4,0,0,67.89
2811,WV,62,0,0,0,189.5,122,103.8,95,180.6,106,10.8,5,2,0,52.09
2812,AZ,82,0,1,33,137.8,95,235.5,128,268.1,70,11.0,6,2,0,58.480000000000004
2813,ME,52,0,0,0,129.3,80,142.7,101,258.3,89,12.3,4,3,0,49.05
2814,NH,146,0,0,0,115.6,77,213.6,100,218.4,72,10.7,6,1,0,50.53
2815,RI,120,0,1,23,221.9,114,254.7,84,250.5,117,7.2,5,2,0,72.58
2816,ID,130,0,0,0,263.7,113,186.5,103,195.3,99,18.3,6,1,1,74.41
2817,WI,90,0,0,0,61.3,91,194.4,94,143.1,80,11.4,9,1,0,36.459999999999994
2818,NM,147,1,0,0,183.8,113,164.7,110,111.0,87,10.1,4,1,0,52.98
2819,WY,159,0,0,0,167.4,68,143.8,74,140.1,111,10.3,3,0,1,49.76
2820,IL,74,0,1,27,154.1,122,195.3,150,276.7,86,13.2,2,4,0,58.81
2821,TX,130,0,0,0,252.0,101,170.2,105,209.2,64,5.7,5,0,0,68.26
2822,RI,155,1,0,0,163.1,94,291.7,108,96.4,111,11.2,3,0,0,59.88
2823,MI,87,0,0,0,198.3,80,187.0,89,133.5,96,16.6,4,2,0,60.099999999999994
2824,OR,81,0,0,0,324.7,48,236.4,82,187.6,78,13.1,5,0,1,87.27000000000001
2825,VA,99,0,0,0,128.3,78,215.3,120,143.7,140,14.3,9,2,0,50.44
2826,SD,131,0,0,0,187.9,110,200.5,101,202.6,125,10.2,11,2,0,60.85
